competition,date,match,team,pos,pos_role,player,rater,is_human,original_rating,goals,assists,shots_ontarget,shots_offtarget,shotsblocked,chances2score,drib_success,drib_unsuccess,keypasses,touches,passes_acc,passes_inacc,crosses_acc,crosses_inacc,lballs_acc,lballs_inacc,grduels_w,grduels_l,aerials_w,aerials_l,poss_lost,fouls,wasfouled,clearances,stop_shots,interceptions,tackles,dribbled_past,tballs_acc,tballs_inacc,ycards,rcards,dangmistakes,countattack,offsides,goals_ag_otb,goals_ag_itb,saves_itb,saves_otb,saved_pen,missed_penalties,owngoals,degree_centrality,betweenness_centrality,closeness_centrality,flow_centrality,flow_success,betweenness2goals,win,lost,is_home_team,minutesPlayed,game_duration
"Euro 2016,12/06/2016,""Germany - Ukraine, 2 - 0"",Ukraine,Sub,Sub,Yevhen Seleznyov,WhoScored,0,6.03,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.461538462,0.062994079,0.461538462,0.102040816,0.2,0,0,1,0,24,90"
"Euro 2016,12/06/2016,""Germany - Ukraine, 2 - 0"",Ukraine,Sub,Sub,Yevhen Seleznyov,TheGuardian,1,5,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.461538462,0.062994079,0.461538462,0.102040816,0.2,0,0,1,0,24,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,FW,FW,Kyle Lafferty,Kicker,1,4,0,0,0,1,0,0,0,0,0,18,3,2,0,0,1,1,1,4,3,8,9,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.785714286,0.396643426,0.605042017,0.166666667,0.607404203,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,FW,FW,Kyle Lafferty,SofaScore,0,6.6,0,0,0,1,0,0,0,0,0,18,3,2,0,0,1,1,1,4,3,8,9,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.785714286,0.396643426,0.605042017,0.166666667,0.607404203,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,FW,FW,Kyle Lafferty,WhoScored,0,6.07,0,0,0,1,0,0,0,0,0,18,3,2,0,0,1,1,1,4,3,8,9,3,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.785714286,0.396643426,0.605042017,0.166666667,0.607404203,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DMR,Conor McLaughlin,Kicker,1,4,0,0,0,0,0,0,0,0,0,31,11,6,1,1,3,3,0,5,2,1,11,1,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.220246757,0.571428571,0.259259259,0.580161907,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DMR,Conor McLaughlin,SofaScore,0,6.8,0,0,0,0,0,0,0,0,0,31,11,6,1,1,3,3,0,5,2,1,11,1,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.220246757,0.571428571,0.259259259,0.580161907,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DMR,Conor McLaughlin,WhoScored,0,6.74,0,0,0,0,0,0,0,0,0,31,11,6,1,1,3,3,0,5,2,1,11,1,0,2,2,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.220246757,0.571428571,0.259259259,0.580161907,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,AMC,Steven Davis,Kicker,1,4,0,0,0,0,0,1,1,0,0,47,31,4,2,0,8,1,4,3,0,1,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.277797837,0.605042017,0.425925926,0.249930862,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,AMC,Steven Davis,SofaScore,0,7.2,0,0,0,0,0,1,1,0,0,47,31,4,2,0,8,1,4,3,0,1,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.277797837,0.605042017,0.425925926,0.249930862,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,AMC,Steven Davis,WhoScored,0,6.96,0,0,0,0,0,1,1,0,0,47,31,4,2,0,8,1,4,3,0,1,8,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214285714,0.277797837,0.605042017,0.425925926,0.249930862,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Oliver Norwood,Kicker,1,3.5,0,0,0,0,0,0,0,0,1,47,28,3,0,2,4,4,7,8,3,2,6,4,3,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.201868561,0.571428571,0.481481481,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Oliver Norwood,SofaScore,0,7.2,0,0,0,0,0,0,0,0,1,47,28,3,0,2,4,4,7,8,3,2,6,4,3,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.201868561,0.571428571,0.481481481,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Oliver Norwood,WhoScored,0,6.94,0,0,0,0,0,0,0,0,1,47,28,3,0,2,4,4,7,8,3,2,6,4,3,0,1,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142857143,0.201868561,0.571428571,0.481481481,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Chris Baird,Kicker,1,4,0,0,0,0,0,0,0,0,0,31,16,4,0,0,3,1,4,1,3,1,7,0,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.071428571,0.228009842,0.571428571,0.259259259,0,0,0,1,0,76,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Chris Baird,SofaScore,0,7,0,0,0,0,0,0,0,0,0,31,16,4,0,0,3,1,4,1,3,1,7,0,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.071428571,0.228009842,0.571428571,0.259259259,0,0,0,1,0,76,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Chris Baird,WhoScored,0,6.83,0,0,0,0,0,0,0,0,0,31,16,4,0,0,3,1,4,1,3,1,7,0,1,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.071428571,0.228009842,0.571428571,0.259259259,0,0,0,1,0,76,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,DF,DC,Craig Cathcart,Kicker,1,3.5,0,0,0,0,0,0,0,0,0,33,19,5,0,0,6,3,1,3,1,4,9,1,1,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.147542221,0.514285714,0.351851852,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,DF,DC,Craig Cathcart,SofaScore,0,6.5,0,0,0,0,0,0,0,0,0,33,19,5,0,0,6,3,1,3,1,4,9,1,1,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.147542221,0.514285714,0.351851852,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,DF,DC,Craig Cathcart,WhoScored,0,6.45,0,0,0,0,0,0,0,0,0,33,19,5,0,0,6,3,1,3,1,4,9,1,1,4,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.147542221,0.514285714,0.351851852,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,Sub,Sub,Stuart Dallas,Kicker,1,4.5,0,0,0,0,0,0,1,0,0,20,10,2,1,1,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.200959237,0.571428571,0.203703704,0,0,0,1,0,44,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,Sub,Sub,Stuart Dallas,WhoScored,0,6.09,0,0,0,0,0,0,1,0,0,20,10,2,1,1,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.200959237,0.571428571,0.203703704,0,0,0,1,0,44,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DML,Shane Ferguson,Kicker,1,4.5,0,0,0,0,0,0,0,0,0,27,7,5,0,2,2,3,3,2,0,0,11,0,0,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.175337007,0.571428571,0.203703704,0,0,0,1,0,66,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DML,Shane Ferguson,SofaScore,0,6.5,0,0,0,0,0,0,0,0,0,27,7,5,0,2,2,3,3,2,0,0,11,0,0,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.175337007,0.571428571,0.203703704,0,0,0,1,0,66,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,DML,Shane Ferguson,WhoScored,0,6.2,0,0,0,0,0,0,0,0,0,27,7,5,0,2,2,3,3,2,0,0,11,0,0,4,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.175337007,0.571428571,0.203703704,0,0,0,1,0,66,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,GK,GK,Michael McGovern,Kicker,1,3.5,0,0,0,0,0,0,0,0,0,18,10,2,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0.571428571,0.114320051,0.489795918,0.203703704,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,GK,GK,Michael McGovern,SofaScore,0,6.6,0,0,0,0,0,0,0,0,0,18,10,2,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0.571428571,0.114320051,0.489795918,0.203703704,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,GK,GK,Michael McGovern,WhoScored,0,6.24,0,0,0,0,0,0,0,0,0,18,10,2,0,0,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0.571428571,0.114320051,0.489795918,0.203703704,0,0,0,1,0,90,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Patrick McNair,Kicker,1,4,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,1,1,3,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.110774826,0.489795918,0.092592593,0,0,0,1,0,46,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Patrick McNair,SofaScore,0,6.2,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,1,1,3,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.110774826,0.489795918,0.092592593,0,0,0,1,0,46,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,MF,MC,Patrick McNair,WhoScored,0,6.04,0,0,0,0,0,0,0,0,0,12,3,2,0,0,0,1,1,3,2,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0.110774826,0.489795918,0.092592593,0,0,0,1,0,46,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,Sub,Sub,Jamie Ward,WhoScored,0,6.18,0,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.428571429,0.115515363,0.514285714,0.111111111,0,0,0,1,0,14,90"
"Euro 2016,12/06/2016,""Poland - Northern Ireland, 1 - 0"",Northern Ireland,Sub,Sub,Conor Washington,WhoScored,0,6.06,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.402380952,0.018518519,0,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,James McCarthy,Kicker,1,4,0,0,0,0,0,0,0,0,0,15,8,3,1,0,0,1,1,4,0,0,5,4,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.104390785,0.548701299,0.244444444,1.793823881,0.111111111,0,0,0,85,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,James McCarthy,WhoScored,0,6.04,0,0,0,0,0,0,0,0,0,15,8,3,1,0,0,1,1,4,0,0,5,4,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.104390785,0.548701299,0.244444444,1.793823881,0.111111111,0,0,0,85,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,James McCarthy,SofaScore,0,6.4,0,0,0,0,0,0,0,0,0,15,8,3,1,0,0,1,1,4,0,0,5,4,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.785714286,0.104390785,0.548701299,0.244444444,1.793823881,0.111111111,0,0,0,85,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DL,Jan Vertonghen,Kicker,1,5,0,0,0,0,0,0,0,0,0,71,38,6,2,6,2,3,2,2,4,1,18,1,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.285714286,0.108074905,0.685714286,0.373626374,1.55987368,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DL,Jan Vertonghen,SofaScore,0,6.6,0,0,0,0,0,0,0,0,0,71,38,6,2,6,2,3,2,2,4,1,18,1,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.285714286,0.108074905,0.685714286,0.373626374,1.55987368,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DL,Jan Vertonghen,TheGuardian,1,7,0,0,0,0,0,0,0,0,0,71,38,6,2,6,2,3,2,2,4,1,18,1,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.285714286,0.108074905,0.685714286,0.373626374,1.55987368,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DL,Jan Vertonghen,WhoScored,0,6.27,0,0,0,0,0,0,0,0,0,71,38,6,2,6,2,3,2,2,4,1,18,1,0,1,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1.285714286,0.108074905,0.685714286,0.373626374,1.55987368,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,AMC,Wes Hoolahan,Kicker,1,2,1,0,1,0,0,0,0,0,1,35,17,5,3,1,2,1,3,1,0,3,8,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.237508434,0.635338346,0.4,0.954281464,0.0625,0,0,0,78,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,AMC,Wes Hoolahan,WhoScored,0,8.27,1,0,1,0,0,0,0,0,1,35,17,5,3,1,2,1,3,1,0,3,8,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.237508434,0.635338346,0.4,0.954281464,0.0625,0,0,0,78,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,DF,DL,David Limbersky,Kicker,1,4.5,0,0,0,0,0,0,0,0,0,40,13,12,0,1,0,4,1,8,1,0,16,3,0,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.255849073,0.670634921,0.357142857,0.445678198,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,DF,DL,David Limbersky,SofaScore,0,6.6,0,0,0,0,0,0,0,0,0,40,13,12,0,1,0,4,1,8,1,0,16,3,0,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.255849073,0.670634921,0.357142857,0.445678198,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,DF,DL,David Limbersky,WhoScored,0,6.51,0,0,0,0,0,0,0,0,0,40,13,12,0,1,0,4,1,8,1,0,16,3,0,3,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.255849073,0.670634921,0.357142857,0.445678198,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,MF,AMC,Tomas Rosicky,Kicker,1,4.5,0,0,0,0,0,0,2,0,0,31,18,4,0,0,0,1,2,5,0,0,9,2,0,3,0,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0.785714286,0.064768905,0.548701299,0.25,0.388781341,0,0,1,0,88,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,MF,AMC,Tomas Rosicky,SofaScore,0,6.9,0,0,0,0,0,0,2,0,0,31,18,4,0,0,0,1,2,5,0,0,9,2,0,3,0,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0.785714286,0.064768905,0.548701299,0.25,0.388781341,0,0,1,0,88,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Czech Republic,MF,AMC,Tomas Rosicky,WhoScored,0,6.72,0,0,0,0,0,0,2,0,0,31,18,4,0,0,0,1,2,5,0,0,9,2,0,3,0,3,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0.785714286,0.064768905,0.548701299,0.25,0.388781341,0,0,1,0,88,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DR,Laurent Ciman,Kicker,1,3.5,0,0,0,1,1,0,0,0,0,83,54,8,2,2,3,4,0,2,0,0,15,0,0,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1.357142857,0.11173512,0.642857143,0.483516484,1.444424351,0,0,1,0,75,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DR,Laurent Ciman,SofaScore,0,7,0,0,0,1,1,0,0,0,0,83,54,8,2,2,3,4,0,2,0,0,15,0,0,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1.357142857,0.11173512,0.642857143,0.483516484,1.444424351,0,0,1,0,75,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DR,Laurent Ciman,TheGuardian,1,6,0,0,0,1,1,0,0,0,0,83,54,8,2,2,3,4,0,2,0,0,15,0,0,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1.357142857,0.11173512,0.642857143,0.483516484,1.444424351,0,0,1,0,75,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DR,Laurent Ciman,WhoScored,0,6.48,0,0,0,1,1,0,0,0,0,83,54,8,2,2,3,4,0,2,0,0,15,0,0,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,1.357142857,0.11173512,0.642857143,0.483516484,1.444424351,0,0,1,0,75,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,DF,DR,Mikael Lustig,Kicker,1,5,0,0,0,0,0,0,0,0,0,40,23,2,2,1,3,2,1,1,3,2,6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.119832579,0.670634921,0.257142857,0,0,0,0,0,45,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,DF,DR,Mikael Lustig,SofaScore,0,6.8,0,0,0,0,0,0,0,0,0,40,23,2,2,1,3,2,1,1,3,2,6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.119832579,0.670634921,0.257142857,0,0,0,0,0,45,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,DF,DR,Mikael Lustig,WhoScored,0,6.67,0,0,0,0,0,0,0,0,0,40,23,2,2,1,3,2,1,1,3,2,6,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071428571,0.119832579,0.670634921,0.257142857,0,0,0,0,0,45,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,MF,MC,Oscar Lewicki,Kicker,1,5,0,0,0,0,0,0,0,0,0,41,30,4,0,0,2,2,2,4,2,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.285714286,0.189739524,0.710084034,0.3,0.379462739,0,0,0,0,86,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,MF,MC,Oscar Lewicki,SofaScore,0,6.5,0,0,0,0,0,0,0,0,0,41,30,4,0,0,2,2,2,4,2,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.285714286,0.189739524,0.710084034,0.3,0.379462739,0,0,0,0,86,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Sweden,MF,MC,Oscar Lewicki,WhoScored,0,6.2,0,0,0,0,0,0,0,0,0,41,30,4,0,0,2,2,2,4,2,1,6,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.285714286,0.189739524,0.710084034,0.3,0.379462739,0,0,0,0,86,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,Jeff Hendrick,Kicker,1,2,0,0,3,1,0,4,1,0,0,31,12,6,0,1,0,3,3,3,4,2,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.184817502,0.548701299,0.355555556,2.34905508,0,0,0,0,90,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,Jeff Hendrick,WhoScored,0,7.55,0,0,3,1,0,4,1,0,0,31,12,6,0,1,0,3,3,3,4,2,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.184817502,0.548701299,0.355555556,2.34905508,0,0,0,0,90,90"
"Euro 2016,13/06/2016,""Ireland - Sweden, 1 - 1"",Ireland,MF,MC,Jeff Hendrick,SofaScore,0,7.4,0,0,3,1,0,4,1,0,0,31,12,6,0,1,0,3,3,3,4,2,9,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.928571429,0.184817502,0.548701299,0.355555556,2.34905508,0,0,0,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DC,Toby Alderweireld,Kicker,1,5,0,0,0,0,0,0,0,0,0,86,65,2,2,1,8,2,3,2,2,4,10,0,0,5,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.261892274,0.857142857,0.461538462,1.45890783,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DC,Toby Alderweireld,SofaScore,0,7,0,0,0,0,0,0,0,0,0,86,65,2,2,1,8,2,3,2,2,4,10,0,0,5,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.261892274,0.857142857,0.461538462,1.45890783,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DC,Toby Alderweireld,TheGuardian,1,6,0,0,0,0,0,0,0,0,0,86,65,2,2,1,8,2,3,2,2,4,10,0,0,5,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.261892274,0.857142857,0.461538462,1.45890783,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,DF,DC,Toby Alderweireld,WhoScored,0,6.55,0,0,0,0,0,0,0,0,0,86,65,2,2,1,8,2,3,2,2,4,10,0,0,5,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.714285714,0.261892274,0.857142857,0.461538462,1.45890783,0,0,1,0,90,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Spain,MF,MC,Cesc Fabregas,SofaScore,0,6.9,0,0,0,0,0,0,0,0,0,82,64,8,1,5,3,8,0,1,0,0,13,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.145105927,0.754464286,0.5,1.303060746,0,1,0,0,70,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Spain,MF,MC,Cesc Fabregas,WhoScored,0,6.76,0,0,0,0,0,0,0,0,0,82,64,8,1,5,3,8,0,1,0,0,13,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.145105927,0.754464286,0.5,1.303060746,0,1,0,0,70,90"
"Euro 2016,13/06/2016,""Spain - Czech Republic, 1 - 0"",Spain,MF,MC,Cesc Fabregas,Kicker,1,3.5,0,0,0,0,0,0,0,0,0,82,64,8,1,5,3,8,0,1,0,0,13,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.428571429,0.145105927,0.754464286,0.5,1.303060746,0,1,0,0,70,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,MF,DMC,Radja Nainggolan,Kicker,1,3,0,0,1,2,1,2,1,0,0,34,20,3,1,0,0,1,2,2,1,1,6,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.11091252,0.642857143,0.197802198,1.620179493,0,0,1,0,62,90"
"Euro 2016,13/06/2016,""Belgium - Italy, 0 - 2"",Belgium,MF,DMC,Radja Nainggolan,SofaScore,0,6.9,0,0,1,2,1,2,1,0,0,34,20,3,1,0,0,1,2,2,1,1,6,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.357142857,0.11091252,0.642857143,0.197802198,1.620179493,0,0,1,0,62,90"
